test_year,train_end,TrainMean,TrainMedian,TestMean,TestMedian,LowPct,MidPct,HighPct,LowCut,HighCut
2021,2019,0.35946449135620373,0.3452117629264568,0.09213262034517722,0.06554053407848053,100.0,0.0,0.0,0.3125386627475543,0.3851236931964699
2022,2020,0.349666674993481,0.3419871791326983,0.15810759937600355,0.1603759309480393,100.0,0.0,0.0,0.2957049908501796,0.3790828898061374
2023,2021,0.33449842792596424,0.3358812200247958,0.20568931210462396,0.1855371589452258,74.6987951807229,25.301204819277107,0.0,0.288434160963585,0.3726192605439673
2024,2022,0.32473760159980725,0.3340895510469696,0.1916325149892455,0.1785259076977027,83.26693227091633,16.733067729083665,0.0,0.267894481101526,0.3694274145067396
2025,2023,0.31852509471481777,0.3295268261332404,0.16654634345118388,0.1611325014894863,100.0,0.0,0.0,0.2610363785270902,0.3640365559543925
