test_year,train_end,feature_a,feature_b,spearman_rho,N_train
2025,2023-12-31,VolS_roll20,RollStd20,-0.08329886415244296,4781
2025,2023-12-31,VolS_roll20,DeltaBeta5d,-0.04320499343986003,4781
2025,2023-12-31,VolS_roll20,VolS_roll20,1.0,4781
2025,2023-12-31,VolS_roll20,VolSM_roll20,0.6431942135166145,4781
2025,2023-12-31,VolS_roll20,RegimeEGScore,-0.07927766562724524,4781
2025,2023-12-31,VolS_roll20,RegimeHLScore,-0.1317407415134886,4781
2025,2023-12-31,VolS_roll20,RegimeCVScore,-0.13175859165097364,4781
2025,2023-12-31,VolSM_roll20,ZScore20,0.057967556729964426,4781
2025,2023-12-31,VolSM_roll20,SpreadReturn,0.029349554592157108,4781
2025,2023-12-31,VolSM_roll20,RollStd20,-0.07445474814002548,4781
2025,2023-12-31,VolSM_roll20,DeltaBeta5d,-0.091989868247418,4781
2025,2023-12-31,VolSM_roll20,VolS_roll20,0.6431942135166145,4781
2025,2023-12-31,VolSM_roll20,VolSM_roll20,1.0,4781
2025,2023-12-31,VolSM_roll20,RegimeEGScore,-0.13457396352789117,4781
2025,2023-12-31,VolSM_roll20,RegimeHLScore,-0.1950086170060176,4781
2025,2023-12-31,VolSM_roll20,RegimeCVScore,-0.2223138295049021,4781
2025,2023-12-31,RegimeEGScore,ZScore20,-0.05236531723008501,4781
2025,2023-12-31,RegimeEGScore,SpreadReturn,-0.031265548188506014,4781
2025,2023-12-31,RegimeEGScore,RollStd20,-0.1726275996891082,4781
2025,2023-12-31,RegimeEGScore,DeltaBeta5d,-0.0725853692795873,4781
2025,2023-12-31,RegimeEGScore,VolS_roll20,-0.07927766562724524,4781
2025,2023-12-31,RegimeEGScore,VolSM_roll20,-0.13457396352789117,4781
2025,2023-12-31,RegimeEGScore,RegimeEGScore,1.0,4781
2025,2023-12-31,RegimeEGScore,RegimeHLScore,0.8398615421420145,4781
2025,2023-12-31,RegimeEGScore,RegimeCVScore,0.29021823331985325,4781
2025,2023-12-31,RegimeHLScore,ZScore20,-0.07428301889378515,4781
2025,2023-12-31,RegimeHLScore,SpreadReturn,-0.04653378001759338,4781
2025,2023-12-31,RegimeHLScore,RollStd20,-0.10834159949860796,4781
2025,2023-12-31,RegimeHLScore,DeltaBeta5d,-0.05276635839464454,4781
2025,2023-12-31,RegimeHLScore,VolS_roll20,-0.1317407415134886,4781
2025,2023-12-31,RegimeHLScore,VolSM_roll20,-0.1950086170060176,4781
2025,2023-12-31,RegimeHLScore,RegimeEGScore,0.8398615421420145,4781
2025,2023-12-31,RegimeHLScore,RegimeHLScore,1.0,4781
2025,2023-12-31,RegimeHLScore,RegimeCVScore,0.4024799821316626,4781
2025,2023-12-31,RegimeCVScore,ZScore20,-0.027403635116169587,4781
2025,2023-12-31,RegimeCVScore,SpreadReturn,-0.0203100386643722,4781
2025,2023-12-31,RegimeCVScore,RollStd20,-0.2628285884860281,4781
2025,2023-12-31,RegimeCVScore,DeltaBeta5d,-0.004027854130409942,4781
2025,2023-12-31,RegimeCVScore,VolS_roll20,-0.13175859165097364,4781
2025,2023-12-31,RegimeCVScore,VolSM_roll20,-0.2223138295049021,4781
2025,2023-12-31,RegimeCVScore,RegimeEGScore,0.29021823331985325,4781
2025,2023-12-31,RegimeCVScore,RegimeHLScore,0.4024799821316626,4781
2025,2023-12-31,RegimeCVScore,RegimeCVScore,1.0,4781
