variant,seed,test_year,group,features,sharpe_loss,net_pnl_loss,action_disagreement_pct,delta_position_changes,delta_flat_pct
Full IQN,123,2022,ZScore20,ZScore20,0.14102499999999998,0.038742199999999984,25.619999999999997,6.35,2.3600000000000003
Full IQN,123,2022,SpreadReturn,SpreadReturn,-0.332275,-0.08320399999999999,43.08,2.85,2.78
Full IQN,123,2022,RollStd20,RollStd20,-0.037185000000000024,-0.00955955000000001,32.12,4.45,1.5400000000000005
Full IQN,123,2022,DeltaBeta5d,DeltaBeta5d,-0.269135,-0.0695805,26.919999999999998,0.1,2.48
Full IQN,123,2022,VolS_roll20,VolS_roll20,-0.154235,-0.03701805000000001,24.240000000000002,1.3,0.5200000000000002
Full IQN,123,2022,VolSM_roll20,VolSM_roll20,0.28314,0.0752773,24.94,0.95,0.3799999999999999
Full IQN,123,2022,RegimeEGScore,RegimeEGScore,0.006459999999999977,0.0014508500000000011,5.34,3.05,1.0800000000000005
Full IQN,123,2022,RegimeHLScore,RegimeHLScore,-0.108105,-0.02796859999999999,13.66,2.65,3.1399999999999997
Full IQN,123,2022,RegimeCVScore,RegimeCVScore,0.31589999999999996,0.07816324999999999,19.259999999999998,1.35,-0.06000000000000005
Full IQN,123,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,-0.339865,-0.08733484999999999,11.24,3.8,2.4400000000000004
Full IQN,123,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,0.48562500000000003,0.12452705,22.22,1.35,-0.2400000000000003
Full IQN,123,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,0.683765,0.17709239999999998,54.879999999999995,5.65,0.7199999999999998
Full IQN,123,2023,ZScore20,ZScore20,-0.17412499999999992,-0.022549649999999997,20.82329317269076,-0.75,-1.566265060240964
Full IQN,123,2023,SpreadReturn,SpreadReturn,-0.38878499999999994,-0.0603607,24.216867469879517,-3.25,-0.7228915662650606
Full IQN,123,2023,RollStd20,RollStd20,-0.89606,-0.1408503,24.61847389558233,6.9,0.16064257028112433
Full IQN,123,2023,DeltaBeta5d,DeltaBeta5d,-0.6027149999999999,-0.09410125,14.97991967871486,-7.0,-1.244979919678715
Full IQN,123,2023,VolS_roll20,VolS_roll20,-0.5194249999999999,-0.07990820000000001,21.82730923694779,-5.85,-1.4859437751004019
Full IQN,123,2023,VolSM_roll20,VolSM_roll20,-0.4200499999999999,-0.06433105,21.847389558232933,-4.45,-0.3413654618473897
Full IQN,123,2023,RegimeEGScore,RegimeEGScore,-0.37580499999999994,-0.06077460000000001,17.570281124497992,0.0,0.7028112449799198
Full IQN,123,2023,RegimeHLScore,RegimeHLScore,-0.5786999999999999,-0.0904537,18.775100401606426,2.4,0.14056224899598388
Full IQN,123,2023,RegimeCVScore,RegimeCVScore,-0.3954399999999999,-0.059650099999999984,13.835341365461847,-4.1,-0.8232931726907632
Full IQN,123,2023,EG + Half-life,RegimeEGScore + RegimeHLScore,-0.61732,-0.10145230000000001,17.89156626506024,0.25,1.0240963855421685
Full IQN,123,2023,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,-0.9801699999999999,-0.1572322,20.220883534136547,-0.2,-0.32128514056224927
Full IQN,123,2023,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,-0.23915999999999996,-0.03487975000000001,31.746987951807228,4.35,0.18072289156626514
Full IQN,123,2024,ZScore20,ZScore20,0.927355,0.1286513,29.860557768924302,3.45,0.8964143426294825
Full IQN,123,2024,SpreadReturn,SpreadReturn,1.344275,0.18654235000000002,34.9203187250996,-0.95,0.39840637450199246
Full IQN,123,2024,RollStd20,RollStd20,0.20070000000000005,0.02714370000000003,28.98406374501992,-14.45,-0.4980079681274896
