variant,seed,test_year,group,features,repeat,block_length,n_days,baseline_sharpe,perturbed_sharpe,sharpe_loss,baseline_net_pnl,perturbed_net_pnl,net_pnl_loss,action_disagreement_pct,delta_position_changes,delta_flat_pct
Full IQN,42,2022,VolSM_roll20,VolSM_roll20,17,20,250,-0.2544,-0.6841,0.4297,-0.066701,-0.179468,0.11276699999999999,25.2,-1,0.40000000000000036
Full IQN,42,2022,VolSM_roll20,VolSM_roll20,18,20,250,-0.2544,0.0036,-0.258,-0.066701,0.000943,-0.067644,19.2,7,1.6000000000000005
Full IQN,42,2022,VolSM_roll20,VolSM_roll20,19,20,250,-0.2544,-0.4027,0.1483,-0.066701,-0.105278,0.038577,24.8,2,1.200000000000001
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,0,20,250,-0.2544,-0.2563,0.0018999999999999573,-0.066701,-0.06725,0.0005490000000000078,3.2,-1,0.0
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,1,20,250,-0.2544,-0.4002,0.14579999999999999,-0.066701,-0.105323,0.038622000000000004,2.8000000000000003,3,-1.1999999999999993
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,2,20,250,-0.2544,-0.2067,-0.04770000000000002,-0.066701,-0.054228,-0.012472999999999998,2.8000000000000003,-2,0.0
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,3,20,250,-0.2544,-0.1429,-0.11150000000000002,-0.066701,-0.037289,-0.029411999999999994,6.4,9,0.0
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,4,20,250,-0.2544,-0.696,0.44159999999999994,-0.066701,-0.182516,0.11581500000000002,2.0,5,-0.39999999999999947
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,5,20,250,-0.2544,-0.1589,-0.0955,-0.066701,-0.041512,-0.025188999999999996,6.4,4,0.0
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,6,20,250,-0.2544,-0.6464,0.39199999999999996,-0.066701,-0.169132,0.10243100000000001,4.0,-6,0.0
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,7,20,250,-0.2544,-0.536,0.2816,-0.066701,-0.140854,0.07415300000000001,5.2,0,0.0
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,8,20,250,-0.2544,0.0039,-0.25830000000000003,-0.066701,0.001026,-0.067727,3.5999999999999996,2,-1.1999999999999993
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,9,20,250,-0.2544,-0.7597,0.5053000000000001,-0.066701,-0.19777,0.131069,5.2,11,0.8000000000000007
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,10,20,250,-0.2544,0.014,-0.2684,-0.066701,0.003646,-0.07034699999999999,5.2,4,-0.39999999999999947
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,11,20,250,-0.2544,-0.3416,0.0872,-0.066701,-0.089603,0.022902000000000006,2.0,3,-0.39999999999999947
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,12,20,250,-0.2544,-0.1395,-0.1149,-0.066701,-0.036331,-0.030369999999999994,4.8,4,0.40000000000000036
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,13,20,250,-0.2544,-0.6306,0.37620000000000003,-0.066701,-0.164242,0.097541,4.3999999999999995,13,0.40000000000000036
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,14,20,250,-0.2544,-0.137,-0.1174,-0.066701,-0.035893,-0.030807999999999995,6.4,8,-0.7999999999999998
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,15,20,250,-0.2544,-0.3986,0.1442,-0.066701,-0.104931,0.03823,2.8000000000000003,-2,-0.39999999999999947
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,16,20,250,-0.2544,-0.5414,0.287,-0.066701,-0.142053,0.07535200000000002,1.2,-2,0.0
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,17,20,250,-0.2544,-0.4348,0.1804,-0.066701,-0.114118,0.047417,4.3999999999999995,-1,-0.39999999999999947
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,18,20,250,-0.2544,-0.2826,0.028200000000000003,-0.066701,-0.074296,0.0075950000000000045,4.0,2,-0.39999999999999947
Full IQN,42,2022,RegimeEGScore,RegimeEGScore,19,20,250,-0.2544,-0.3014,0.046999999999999986,-0.066701,-0.07903,0.012329000000000007,2.0,3,-0.39999999999999947
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,0,20,250,-0.2544,-0.7128,0.4584,-0.066701,-0.18725,0.120549,9.6,6,0.8000000000000007
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,1,20,250,-0.2544,-0.4299,0.1755,-0.066701,-0.113108,0.046407000000000004,11.200000000000001,4,0.8000000000000007
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,2,20,250,-0.2544,-0.277,0.02260000000000001,-0.066701,-0.073099,0.006398000000000001,7.6,5,0.40000000000000036
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,3,20,250,-0.2544,-1.0653,0.8109,-0.066701,-0.281475,0.21477399999999996,10.0,1,0.0
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,4,20,250,-0.2544,0.1288,-0.3832,-0.066701,0.03446,-0.101161,11.200000000000001,6,-1.1999999999999993
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,5,20,250,-0.2544,0.4022,-0.6566000000000001,-0.066701,0.105604,-0.17230499999999999,12.8,16,0.40000000000000036
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,6,20,250,-0.2544,-0.0379,-0.21650000000000003,-0.066701,-0.010012,-0.056688999999999996,13.600000000000001,9,-0.39999999999999947
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,7,20,250,-0.2544,-0.3961,0.1417,-0.066701,-0.103601,0.0369,8.0,7,1.200000000000001
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,8,20,250,-0.2544,0.7407,-0.9951000000000001,-0.066701,0.193795,-0.260496,10.4,14,0.0
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,9,20,250,-0.2544,-0.1225,-0.13190000000000002,-0.066701,-0.032271,-0.034429999999999995,14.399999999999999,9,0.0
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,10,20,250,-0.2544,0.4284,-0.6828000000000001,-0.066701,0.112175,-0.17887599999999998,7.199999999999999,8,-0.39999999999999947
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,11,20,250,-0.2544,-0.2142,-0.040200000000000014,-0.066701,-0.056378,-0.010322999999999999,11.200000000000001,0,-0.39999999999999947
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,12,20,250,-0.2544,-0.3515,0.09709999999999996,-0.066701,-0.092306,0.025605000000000003,11.600000000000001,7,1.6000000000000005
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,13,20,250,-0.2544,0.5564,-0.8108,-0.066701,0.147717,-0.214418,12.0,11,0.0
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,14,20,250,-0.2544,-0.2359,-0.018500000000000016,-0.066701,-0.06228,-0.004420999999999994,6.4,0,-1.1999999999999993
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,15,20,250,-0.2544,-1.1176,0.8632,-0.066701,-0.294298,0.227597,9.2,0,0.0
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,16,20,250,-0.2544,0.2438,-0.4982,-0.066701,0.064701,-0.131402,14.799999999999999,14,0.0
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,17,20,250,-0.2544,0.0414,-0.2958,-0.066701,0.010914,-0.07761499999999999,12.4,7,-0.39999999999999947
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,18,20,250,-0.2544,0.3219,-0.5763,-0.066701,0.085345,-0.15204600000000001,12.0,6,-0.7999999999999998
Full IQN,42,2022,RegimeHLScore,RegimeHLScore,19,20,250,-0.2544,0.1107,-0.36510000000000004,-0.066701,0.029071,-0.095772,8.799999999999999,0,-0.39999999999999947
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,0,20,250,-0.2544,-0.4599,0.20549999999999996,-0.066701,-0.122117,0.05541600000000001,18.8,7,-0.39999999999999947
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,1,20,250,-0.2544,-0.0469,-0.20750000000000002,-0.066701,-0.012513,-0.054188,18.8,-4,-1.1999999999999993
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,2,20,250,-0.2544,-0.5361,0.2817,-0.066701,-0.143931,0.07723000000000001,20.0,0,-2.3999999999999995
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,3,20,250,-0.2544,0.694,-0.9483999999999999,-0.066701,0.185901,-0.252602,20.8,-12,-2.3999999999999995
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,4,20,250,-0.2544,-0.101,-0.1534,-0.066701,-0.026824,-0.039876999999999996,23.200000000000003,-6,-1.5999999999999992
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,5,20,250,-0.2544,-0.0815,-0.1729,-0.066701,-0.021852,-0.044849,24.0,4,-1.5999999999999992
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,6,20,250,-0.2544,-1.2989,1.0445,-0.066701,-0.346338,0.27963699999999997,11.600000000000001,-10,-2.3999999999999995
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,7,20,250,-0.2544,0.9739,-1.2283,-0.066701,0.261178,-0.32787900000000003,17.2,3,-1.5999999999999992
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,8,20,250,-0.2544,0.1861,-0.4405,-0.066701,0.048864,-0.115565,22.400000000000002,5,0.0
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,9,20,250,-0.2544,-1.1112,0.8568,-0.066701,-0.299439,0.232738,13.600000000000001,-8,-3.1999999999999993
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,10,20,250,-0.2544,0.1977,-0.4521,-0.066701,0.05278,-0.119481,22.8,-14,-2.3999999999999995
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,11,20,250,-0.2544,-0.988,0.7336,-0.066701,-0.262066,0.195365,12.4,-5,1.6000000000000005
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,12,20,250,-0.2544,0.333,-0.5874,-0.066701,0.088729,-0.15543,24.8,6,-0.7999999999999998
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,13,20,250,-0.2544,-0.7226,0.4682,-0.066701,-0.19431,0.12760900000000003,14.799999999999999,-2,-2.3999999999999995
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,14,20,250,-0.2544,0.1713,-0.4257,-0.066701,0.045791,-0.112492,22.8,-1,-0.39999999999999947
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,15,20,250,-0.2544,-0.1646,-0.08980000000000002,-0.066701,-0.043956,-0.022744999999999994,18.4,-7,-2.3999999999999995
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,16,20,250,-0.2544,-0.0738,-0.1806,-0.066701,-0.019754,-0.046946999999999996,16.0,2,-1.5999999999999992
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,17,20,250,-0.2544,-0.105,-0.14940000000000003,-0.066701,-0.027793,-0.038908,18.4,-1,-1.1999999999999993
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,18,20,250,-0.2544,0.5546,-0.8089999999999999,-0.066701,0.146595,-0.21329599999999999,17.599999999999998,4,0.0
Full IQN,42,2022,RegimeCVScore,RegimeCVScore,19,20,250,-0.2544,0.5706,-0.825,-0.066701,0.152889,-0.21959,21.6,7,-1.1999999999999993
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,0,20,250,-0.2544,-0.3892,0.13479999999999998,-0.066701,-0.101891,0.03519,6.800000000000001,8,0.0
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,1,20,250,-0.2544,-0.1599,-0.09450000000000003,-0.066701,-0.042005,-0.024695999999999996,5.2,7,1.200000000000001
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,2,20,250,-0.2544,-1.0112,0.7568000000000001,-0.066701,-0.263056,0.196355,9.6,1,0.40000000000000036
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,3,20,250,-0.2544,0.0637,-0.31810000000000005,-0.066701,0.016742,-0.08344299999999999,9.2,-1,-0.39999999999999947
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,4,20,250,-0.2544,-0.2468,-0.007600000000000023,-0.066701,-0.064418,-0.0022829999999999934,8.4,6,0.8000000000000007
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,5,20,250,-0.2544,-0.3525,0.09809999999999997,-0.066701,-0.092455,0.025754,10.0,8,-0.39999999999999947
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,6,20,250,-0.2544,-0.0613,-0.19310000000000002,-0.066701,-0.016098,-0.050602999999999995,5.6000000000000005,4,2.000000000000001
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,7,20,250,-0.2544,-0.6221,0.36769999999999997,-0.066701,-0.164308,0.09760700000000001,9.6,7,-0.7999999999999998
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,8,20,250,-0.2544,-0.535,0.2806,-0.066701,-0.140101,0.0734,8.799999999999999,8,0.40000000000000036
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,9,20,250,-0.2544,-0.3151,0.060699999999999976,-0.066701,-0.082077,0.015376,9.6,13,0.8000000000000007
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,10,20,250,-0.2544,-0.3404,0.08599999999999997,-0.066701,-0.088925,0.022224000000000008,8.799999999999999,8,-0.39999999999999947
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,11,20,250,-0.2544,-0.2031,-0.05130000000000001,-0.066701,-0.053079,-0.013621999999999995,6.800000000000001,7,0.40000000000000036
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,12,20,250,-0.2544,-0.3702,0.11579999999999996,-0.066701,-0.097289,0.030588000000000004,13.200000000000001,12,0.0
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,13,20,250,-0.2544,-0.0681,-0.18630000000000002,-0.066701,-0.017785,-0.048916,6.800000000000001,3,0.0
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,14,20,250,-0.2544,0.0754,-0.3298,-0.066701,0.019626,-0.086327,9.2,13,3.2
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,15,20,250,-0.2544,-0.1784,-0.07600000000000001,-0.066701,-0.046819,-0.019881999999999997,10.8,7,0.40000000000000036
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,16,20,250,-0.2544,0.1991,-0.4535,-0.066701,0.052453,-0.119154,9.2,5,-0.7999999999999998
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,17,20,250,-0.2544,-0.8479,0.5934999999999999,-0.066701,-0.222971,0.15627000000000002,6.0,-1,-0.7999999999999998
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,18,20,250,-0.2544,-0.7159,0.46149999999999997,-0.066701,-0.188822,0.122121,9.2,-2,-0.39999999999999947
Full IQN,42,2022,EG + Half-life,RegimeEGScore + RegimeHLScore,19,20,250,-0.2544,-0.2069,-0.047500000000000014,-0.066701,-0.054463,-0.012237999999999999,5.6000000000000005,2,-0.39999999999999947
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,0,20,250,-0.2544,-0.5067,0.2523,-0.066701,-0.135828,0.06912700000000001,21.2,-2,-1.9999999999999996
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,1,20,250,-0.2544,-0.366,0.11159999999999998,-0.066701,-0.096826,0.030125,22.8,4,-1.5999999999999992
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,2,20,250,-0.2544,-0.818,0.5635999999999999,-0.066701,-0.21612,0.14941900000000002,25.6,-9,-0.7999999999999998
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,3,20,250,-0.2544,0.0434,-0.2978,-0.066701,0.011402,-0.07810299999999999,21.6,0,0.8000000000000007
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,4,20,250,-0.2544,-0.1701,-0.08430000000000001,-0.066701,-0.044761,-0.021939999999999994,28.000000000000004,3,0.0
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,5,20,250,-0.2544,-0.487,0.23259999999999997,-0.066701,-0.12924,0.062539,23.200000000000003,2,-1.1999999999999993
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,6,20,250,-0.2544,0.3381,-0.5925,-0.066701,0.089984,-0.156685,24.8,-6,0.0
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,7,20,250,-0.2544,-1.2895,1.0351000000000001,-0.066701,-0.33822,0.271519,17.2,3,-1.1999999999999993
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,8,20,250,-0.2544,-0.437,0.18259999999999998,-0.066701,-0.11557,0.04886900000000001,22.0,-9,-0.39999999999999947
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,9,20,250,-0.2544,-0.981,0.7265999999999999,-0.066701,-0.255117,0.18841599999999997,17.599999999999998,-9,-0.7999999999999998
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,10,20,250,-0.2544,-0.9878,0.7334,-0.066701,-0.265784,0.199083,23.200000000000003,1,-1.9999999999999996
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,11,20,250,-0.2544,-1.0339,0.7795000000000001,-0.066701,-0.274792,0.20809099999999997,22.0,-4,-0.7999999999999998
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,12,20,250,-0.2544,-0.8818,0.6274,-0.066701,-0.230718,0.16401700000000002,20.4,3,0.0
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,13,20,250,-0.2544,-0.5479,0.29350000000000004,-0.066701,-0.144593,0.077892,16.400000000000002,-11,-1.5999999999999992
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,14,20,250,-0.2544,-1.5702,1.3158,-0.066701,-0.41494,0.34823899999999997,19.2,-2,-1.5999999999999992
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,15,20,250,-0.2544,-0.3089,0.05449999999999999,-0.066701,-0.081565,0.014864000000000002,22.8,12,0.0
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,16,20,250,-0.2544,0.3989,-0.6533,-0.066701,0.105257,-0.171958,21.2,-8,-1.9999999999999996
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,17,20,250,-0.2544,-0.3476,0.0932,-0.066701,-0.092042,0.025341000000000002,20.8,16,0.0
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,18,20,250,-0.2544,-0.3189,0.0645,-0.066701,-0.084617,0.017916,27.6,2,0.40000000000000036
Full IQN,42,2022,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,19,20,250,-0.2544,-0.1034,-0.15100000000000002,-0.066701,-0.027546,-0.039154999999999995,20.0,16,-1.9999999999999996
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,0,20,250,-0.2544,-0.2636,0.009199999999999986,-0.066701,-0.06901,0.0023090000000000055,39.2,11,-0.7999999999999998
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,1,20,250,-0.2544,0.0001,-0.2545,-0.066701,3.9e-05,-0.06674,55.60000000000001,1,-0.7999999999999998
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,2,20,250,-0.2544,-0.8042,0.5498000000000001,-0.066701,-0.21853,0.151829,48.8,-1,-0.39999999999999947
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,3,20,250,-0.2544,-1.5351,1.2807,-0.066701,-0.414269,0.347568,48.8,3,-0.39999999999999947
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,4,20,250,-0.2544,-0.0305,-0.22390000000000002,-0.066701,-0.008314,-0.058386999999999994,51.6,3,-1.5999999999999992
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,5,20,250,-0.2544,-1.4073,1.1529,-0.066701,-0.381906,0.315205,50.4,-2,-2.3999999999999995
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,6,20,250,-0.2544,-0.8433,0.5889,-0.066701,-0.206176,0.13947500000000002,46.0,3,-0.39999999999999947
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,7,20,250,-0.2544,1.179,-1.4334,-0.066701,0.318906,-0.38560700000000003,46.0,4,0.0
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,8,20,250,-0.2544,0.0761,-0.3305,-0.066701,0.020083,-0.086784,50.4,-13,-1.9999999999999996
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,9,20,250,-0.2544,1.4235,-1.6779,-0.066701,0.381098,-0.447799,60.4,9,0.8000000000000007
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,10,20,250,-0.2544,1.4892,-1.7436,-0.066701,0.39049,-0.457191,51.6,11,1.6000000000000005
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,11,20,250,-0.2544,0.8674,-1.1218,-0.066701,0.235524,-0.302225,45.6,-1,-0.7999999999999998
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,12,20,250,-0.2544,0.6102,-0.8646,-0.066701,0.166127,-0.23282799999999998,51.2,-4,-2.3999999999999995
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,13,20,250,-0.2544,0.0595,-0.3139,-0.066701,0.01555,-0.08225099999999999,45.2,-6,0.8000000000000007
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,14,20,250,-0.2544,-0.9216,0.6672,-0.066701,-0.246424,0.17972300000000002,49.6,19,2.000000000000001
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,15,20,250,-0.2544,-0.1515,-0.10290000000000002,-0.066701,-0.041056,-0.025644999999999994,55.2,1,-1.1999999999999993
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,16,20,250,-0.2544,-0.198,-0.056400000000000006,-0.066701,-0.051303,-0.015397999999999995,54.0,9,1.6000000000000005
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,17,20,250,-0.2544,-1.0891,0.8347,-0.066701,-0.293643,0.22694199999999998,36.4,5,0.0
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,18,20,250,-0.2544,0.0402,-0.29460000000000003,-0.066701,0.010821,-0.077522,46.400000000000006,2,-0.39999999999999947
Full IQN,42,2022,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,19,20,250,-0.2544,-0.6915,0.4371,-0.066701,-0.181948,0.115247,51.2,4,0.8000000000000007
Full IQN,42,2023,ZScore20,ZScore20,0,20,249,-0.7952,-1.2274,0.43220000000000003,-0.107377,-0.169146,0.06176899999999999,29.71887550200803,7,-2.0080321285140528
Full IQN,42,2023,ZScore20,ZScore20,1,20,249,-0.7952,-0.6286,-0.16659999999999997,-0.107377,-0.091795,-0.015581999999999999,27.309236947791167,-2,-3.212851405622491
Full IQN,42,2023,ZScore20,ZScore20,2,20,249,-0.7952,-0.0291,-0.7661,-0.107377,-0.004112,-0.103265,21.285140562248998,-4,-0.40160642570280913
Full IQN,42,2023,ZScore20,ZScore20,3,20,249,-0.7952,-0.9391,0.14390000000000003,-0.107377,-0.13359,0.026212999999999986,31.32530120481928,-1,-0.8032128514056183
Full IQN,42,2023,ZScore20,ZScore20,4,20,249,-0.7952,-0.9005,0.10529999999999995,-0.107377,-0.120228,0.012851000000000001,30.120481927710845,0,1.204819277108438
Full IQN,42,2023,ZScore20,ZScore20,5,20,249,-0.7952,-1.4665,0.6712999999999999,-0.107377,-0.197817,0.09043999999999999,30.923694779116467,1,0.0
Full IQN,42,2023,ZScore20,ZScore20,6,20,249,-0.7952,-0.8544,0.05920000000000003,-0.107377,-0.122009,0.014632000000000006,36.54618473895582,6,-5.220883534136544
Full IQN,42,2023,ZScore20,ZScore20,7,20,249,-0.7952,-0.3365,-0.4587,-0.107377,-0.047534,-0.059843,32.93172690763052,-1,-4.417670682730922
Full IQN,42,2023,ZScore20,ZScore20,8,20,249,-0.7952,-0.6394,-0.15580000000000005,-0.107377,-0.088799,-0.018577999999999997,26.104417670682732,14,0.4016064257028127
Full IQN,42,2023,ZScore20,ZScore20,9,20,249,-0.7952,-1.2442,0.44899999999999995,-0.107377,-0.161228,0.05385100000000001,28.514056224899598,9,3.2128514056224944
Full IQN,42,2023,ZScore20,ZScore20,10,20,249,-0.7952,-1.0205,0.22529999999999994,-0.107377,-0.137047,0.029670000000000002,29.31726907630522,9,-4.417670682730922
Full IQN,42,2023,ZScore20,ZScore20,11,20,249,-0.7952,-0.8706,0.07540000000000002,-0.107377,-0.121999,0.014621999999999996,28.915662650602407,-2,-4.016064257028113
Full IQN,42,2023,ZScore20,ZScore20,12,20,249,-0.7952,-0.3109,-0.4843,-0.107377,-0.040106,-0.067271,28.514056224899598,10,2.00803212851406
Full IQN,42,2023,ZScore20,ZScore20,13,20,249,-0.7952,-0.9796,0.1844,-0.107377,-0.124302,0.016924999999999996,24.096385542168676,2,2.8112449799196817
Full IQN,42,2023,ZScore20,ZScore20,14,20,249,-0.7952,-0.7429,-0.05230000000000001,-0.107377,-0.102488,-0.0048890000000000045,30.522088353413658,9,-3.212851405622491
Full IQN,42,2023,ZScore20,ZScore20,15,20,249,-0.7952,-0.5666,-0.22860000000000003,-0.107377,-0.073289,-0.03408799999999999,33.734939759036145,7,-0.40160642570280913
Full IQN,42,2023,ZScore20,ZScore20,16,20,249,-0.7952,-0.4849,-0.3103,-0.107377,-0.069583,-0.037793999999999994,25.702811244979916,18,-2.409638554216862
Full IQN,42,2023,ZScore20,ZScore20,17,20,249,-0.7952,-0.8625,0.06730000000000003,-0.107377,-0.125609,0.018231999999999998,33.33333333333333,2,-8.433734939759034
Full IQN,42,2023,ZScore20,ZScore20,18,20,249,-0.7952,-1.3317,0.5365000000000001,-0.107377,-0.177468,0.07009099999999999,29.71887550200803,-1,-1.204819277108431
