variant,seed,test_year,group,features,repeat,block_length,n_days,baseline_sharpe,perturbed_sharpe,sharpe_loss,baseline_net_pnl,perturbed_net_pnl,net_pnl_loss,action_disagreement_pct,delta_position_changes,delta_flat_pct
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,9,20,251,-1.7244,-0.3632,-1.3612,-0.430836,-0.082117,-0.348719,26.693227091633464,2,1.992031872509961
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,10,20,251,-1.7244,-2.2702,0.5458000000000001,-0.430836,-0.506983,0.07614699999999996,31.47410358565737,13,-0.7968127490039834
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,11,20,251,-1.7244,-2.2487,0.5243,-0.430836,-0.510719,0.07988300000000004,28.286852589641438,8,-0.7968127490039834
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,12,20,251,-1.7244,-1.0817,-0.6426999999999998,-0.430836,-0.24461,-0.186226,23.50597609561753,18,1.5936254980079694
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,13,20,251,-1.7244,-0.7535,-0.9709,-0.430836,-0.187916,-0.24292,28.286852589641438,6,3.187250996015938
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,14,20,251,-1.7244,-0.6336,-1.0907999999999998,-0.430836,-0.13695,-0.293886,31.872509960159363,-3,3.5856573705179295
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,15,20,251,-1.7244,-1.5962,-0.12819999999999987,-0.430836,-0.348905,-0.08193099999999998,19.52191235059761,7,2.7888446215139444
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,16,20,251,-1.7244,-0.3103,-1.4141,-0.430836,-0.070515,-0.360321,29.08366533864542,7,1.195219123505976
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,17,20,251,-1.7244,-0.7121,-1.0123,-0.430836,-0.160349,-0.27048700000000003,18.725099601593627,-6,0.0
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,18,20,251,-1.7244,-2.0509,0.3265,-0.430836,-0.439751,0.008915000000000006,35.85657370517929,5,7.569721115537848
w/o Regime-in-Reward,42,2021,RegimeCVScore,RegimeCVScore,19,20,251,-1.7244,-2.051,0.3266000000000002,-0.430836,-0.442655,0.011819000000000024,29.880478087649404,2,1.5936254980079694
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,0,20,251,-1.7244,-1.2467,-0.4777,-0.430836,-0.312215,-0.11862099999999998,12.749003984063744,-3,-1.5936254980079676
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,1,20,251,-1.7244,-2.5892,0.8648,-0.430836,-0.561309,0.13047299999999995,11.952191235059761,1,1.992031872509961
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,2,20,251,-1.7244,-2.2751,0.5507000000000002,-0.430836,-0.569839,0.139003,12.749003984063744,-1,-1.195219123505975
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,3,20,251,-1.7244,-1.8601,0.13570000000000015,-0.430836,-0.460458,0.02962199999999998,11.155378486055776,7,3.187250996015938
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,4,20,251,-1.7244,-0.8676,-0.8567999999999999,-0.430836,-0.189496,-0.24134,13.545816733067728,5,2.3904382470119527
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,5,20,251,-1.7244,-1.2988,-0.4256,-0.430836,-0.326421,-0.10441499999999998,8.366533864541832,3,0.0
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,6,20,251,-1.7244,-2.3936,0.6692000000000002,-0.430836,-0.520876,0.09004000000000001,14.741035856573706,-12,0.39840637450199257
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,7,20,251,-1.7244,-1.9367,0.21230000000000016,-0.430836,-0.478078,0.047242000000000006,13.545816733067728,-4,-0.3984063745019917
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,8,20,251,-1.7244,-1.554,-0.17039999999999988,-0.430836,-0.341727,-0.089109,9.56175298804781,6,3.984063745019921
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,9,20,251,-1.7244,-2.154,0.4296,-0.430836,-0.538128,0.10729200000000005,13.94422310756972,-5,0.0
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,10,20,251,-1.7244,-2.4346,0.7102000000000002,-0.430836,-0.53498,0.10414400000000001,15.53784860557769,-1,0.7968127490039842
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,11,20,251,-1.7244,-1.7979,0.07350000000000012,-0.430836,-0.444236,0.013400000000000023,12.749003984063744,1,1.195219123505976
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,12,20,251,-1.7244,-1.4557,-0.26869999999999994,-0.430836,-0.358941,-0.07189499999999999,12.350597609561753,4,2.3904382470119527
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,13,20,251,-1.7244,-1.7993,0.07489999999999997,-0.430836,-0.450907,0.020071000000000006,15.936254980079681,0,-0.7968127490039834
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,14,20,251,-1.7244,-2.0133,0.28890000000000016,-0.430836,-0.500983,0.07014699999999996,13.147410358565736,-2,0.0
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,15,20,251,-1.7244,-1.5891,-0.13529999999999998,-0.430836,-0.393224,-0.03761199999999998,10.358565737051793,4,2.3904382470119527
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,16,20,251,-1.7244,-1.6805,-0.04389999999999983,-0.430836,-0.418107,-0.01272899999999999,9.56175298804781,6,1.5936254980079694
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,17,20,251,-1.7244,-1.5365,-0.18789999999999996,-0.430836,-0.385006,-0.04582999999999998,8.366533864541832,-1,-1.5936254980079676
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,18,20,251,-1.7244,-1.869,0.14460000000000006,-0.430836,-0.462993,0.03215699999999999,15.53784860557769,-5,1.992031872509961
w/o Regime-in-Reward,42,2021,EG + Half-life,RegimeEGScore + RegimeHLScore,19,20,251,-1.7244,-1.9549,0.23050000000000015,-0.430836,-0.486611,0.05577500000000002,16.334661354581673,-8,0.39840637450199257
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,0,20,251,-1.7244,-0.8238,-0.9006,-0.430836,-0.200936,-0.2299,33.46613545816733,-2,1.992031872509961
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,1,20,251,-1.7244,-1.5269,-0.1975,-0.430836,-0.381688,-0.04914799999999997,31.07569721115538,10,0.7968127490039842
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,2,20,251,-1.7244,-1.8946,0.17020000000000013,-0.430836,-0.437392,0.006556000000000006,30.278884462151396,-1,-0.7968127490039834
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,3,20,251,-1.7244,-1.0087,-0.7157,-0.430836,-0.226465,-0.204371,35.85657370517929,-11,5.577689243027888
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,4,20,251,-1.7244,-2.1714,0.4470000000000003,-0.430836,-0.483244,0.05240800000000001,33.86454183266932,-3,-1.195219123505975
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,5,20,251,-1.7244,-2.5201,0.7956999999999999,-0.430836,-0.593685,0.16284900000000002,37.45019920318725,5,4.382470119521913
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,6,20,251,-1.7244,-1.9407,0.21630000000000016,-0.430836,-0.482327,0.05149100000000001,32.27091633466135,-6,-0.3984063745019917
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,7,20,251,-1.7244,-1.6377,-0.0867,-0.430836,-0.409051,-0.021785,38.645418326693225,-6,-0.3984063745019917
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,8,20,251,-1.7244,-1.6189,-0.10549999999999993,-0.430836,-0.364141,-0.066695,29.08366533864542,1,3.187250996015938
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,9,20,251,-1.7244,-1.8965,0.17210000000000014,-0.430836,-0.467224,0.036387999999999976,30.278884462151396,-4,1.195219123505976
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,10,20,251,-1.7244,-1.9379,0.21350000000000002,-0.430836,-0.476071,0.045235000000000025,32.669322709163346,2,4.382470119521913
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,11,20,251,-1.7244,-1.8624,0.13800000000000012,-0.430836,-0.447025,0.01618900000000001,31.872509960159363,-8,2.3904382470119527
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,12,20,251,-1.7244,-0.9593,-0.7650999999999999,-0.430836,-0.229275,-0.201561,28.286852589641438,7,3.5856573705179295
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,13,20,251,-1.7244,-1.8098,0.08540000000000014,-0.430836,-0.411082,-0.019753999999999994,32.27091633466135,-2,2.7888446215139444
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,14,20,251,-1.7244,-2.3053,0.5809,-0.430836,-0.496715,0.06587900000000002,31.47410358565737,8,6.374501992031873
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,15,20,251,-1.7244,-2.3642,0.6397999999999999,-0.430836,-0.593222,0.16238600000000003,27.091633466135455,4,-1.195219123505975
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,16,20,251,-1.7244,-2.2806,0.5562000000000002,-0.430836,-0.520987,0.09015099999999998,26.294820717131472,-8,-1.195219123505975
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,17,20,251,-1.7244,-1.6263,-0.09809999999999985,-0.430836,-0.382514,-0.048321999999999976,37.84860557768924,2,7.569721115537848
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,18,20,251,-1.7244,-3.2672,1.5428,-0.430836,-0.743358,0.31252199999999997,33.067729083665334,10,0.0
w/o Regime-in-Reward,42,2021,All Regime,RegimeEGScore + RegimeHLScore + RegimeCVScore,19,20,251,-1.7244,-1.7495,0.025100000000000122,-0.430836,-0.382896,-0.04793999999999998,42.62948207171315,-4,6.374501992031873
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,0,20,251,-1.7244,0.1138,-1.8381999999999998,-0.430836,0.028214,-0.45905,49.40239043824701,0,3.984063745019921
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,1,20,251,-1.7244,-0.0408,-1.6836,-0.430836,-0.010243,-0.420593,56.97211155378486,-9,-0.3984063745019917
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,2,20,251,-1.7244,-0.6771,-1.0473,-0.430836,-0.170871,-0.259965,56.573705179282875,-8,-1.195219123505975
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,3,20,251,-1.7244,0.2928,-2.0172,-0.430836,0.071648,-0.502484,57.37051792828686,2,5.577689243027888
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,4,20,251,-1.7244,0.2402,-1.9646,-0.430836,0.05951,-0.490346,57.37051792828686,-26,3.984063745019921
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,5,20,251,-1.7244,-1.5602,-0.1641999999999999,-0.430836,-0.368867,-0.061968999999999996,48.20717131474104,4,3.984063745019921
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,6,20,251,-1.7244,-1.2695,-0.45489999999999986,-0.430836,-0.313188,-0.11764799999999997,59.36254980079681,3,4.780876494023905
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,7,20,251,-1.7244,-0.5764,-1.148,-0.430836,-0.135802,-0.295034,56.573705179282875,5,5.179282868525896
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,8,20,251,-1.7244,-2.1841,0.4597,-0.430836,-0.54024,0.10940400000000006,54.980079681274894,-14,0.39840637450199257
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,9,20,251,-1.7244,0.9418,-2.6662,-0.430836,0.230417,-0.661253,57.37051792828686,2,1.992031872509961
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,10,20,251,-1.7244,-0.6264,-1.0979999999999999,-0.430836,-0.149322,-0.281514,54.980079681274894,-3,2.3904382470119527
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,11,20,251,-1.7244,0.5879,-2.3123,-0.430836,0.140675,-0.571511,56.17529880478087,5,9.16334661354582
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,12,20,251,-1.7244,-0.5973,-1.1271,-0.430836,-0.147588,-0.283248,58.964143426294825,7,4.780876494023905
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,13,20,251,-1.7244,-1.7006,-0.023800000000000043,-0.430836,-0.423456,-0.007379999999999998,53.78486055776892,10,2.7888446215139444
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,14,20,251,-1.7244,-0.0301,-1.6943,-0.430836,-0.007163,-0.423673,54.581673306772906,4,3.5856573705179295
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,15,20,251,-1.7244,-2.0596,0.33520000000000016,-0.430836,-0.517427,0.08659099999999997,53.78486055776892,10,-0.3984063745019917
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,16,20,251,-1.7244,-0.719,-1.0053999999999998,-0.430836,-0.180144,-0.250692,54.581673306772906,1,2.3904382470119527
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,17,20,251,-1.7244,0.9854,-2.7098,-0.430836,0.224872,-0.655708,58.16733067729084,5,2.3904382470119527
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,18,20,251,-1.7244,-1.1444,-0.5799999999999998,-0.430836,-0.263756,-0.16708,56.573705179282875,-3,3.5856573705179295
w/o Regime-in-Reward,42,2021,All Base,ZScore20 + SpreadReturn + RollStd20 + DeltaBeta5d + VolS_roll20 + VolSM_roll20,19,20,251,-1.7244,-0.8084,-0.9159999999999999,-0.430836,-0.201538,-0.229298,36.65338645418327,13,2.7888446215139444
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,0,20,250,-1.168,-1.2661,0.09810000000000008,-0.316495,-0.345796,0.029300999999999966,14.399999999999999,-3,-0.4
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,1,20,250,-1.168,0.1286,-1.2966,-0.316495,0.034027,-0.350522,24.4,-3,0.0
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,2,20,250,-1.168,0.7624,-1.9304,-0.316495,0.206762,-0.5232570000000001,20.8,-11,0.8
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,3,20,250,-1.168,-0.3215,-0.8464999999999999,-0.316495,-0.087834,-0.22866100000000003,21.6,-4,0.3999999999999999
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,4,20,250,-1.168,0.586,-1.754,-0.316495,0.159358,-0.475853,20.0,-8,0.3999999999999999
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,5,20,250,-1.168,-1.1786,0.010600000000000165,-0.316495,-0.321565,0.005069999999999963,21.6,1,0.8
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,6,20,250,-1.168,-0.9399,-0.22809999999999997,-0.316495,-0.256494,-0.06000100000000003,20.0,-8,0.3999999999999999
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,7,20,250,-1.168,0.1371,-1.3051,-0.316495,0.037414,-0.35390900000000003,17.2,3,0.8
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,8,20,250,-1.168,-0.3287,-0.8392999999999999,-0.316495,-0.089602,-0.226893,21.2,-11,0.0
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,9,20,250,-1.168,0.1593,-1.3273,-0.316495,0.043332,-0.359827,19.2,-8,-0.4
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,10,20,250,-1.168,0.1107,-1.2787,-0.316495,0.030212,-0.34670700000000004,22.0,-5,0.0
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,11,20,250,-1.168,-0.0148,-1.1532,-0.316495,-0.004004,-0.312491,20.4,-11,2.0
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,12,20,250,-1.168,0.3856,-1.5535999999999999,-0.316495,0.104336,-0.420831,16.8,3,2.0
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,13,20,250,-1.168,0.0247,-1.1926999999999999,-0.316495,0.006725,-0.32322,17.599999999999998,3,0.3999999999999999
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,14,20,250,-1.168,0.1375,-1.3054999999999999,-0.316495,0.037492,-0.35398700000000005,21.6,-5,0.3999999999999999
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,15,20,250,-1.168,-1.2124,0.044399999999999995,-0.316495,-0.328292,0.011796999999999946,19.2,1,0.8
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,16,20,250,-1.168,0.0349,-1.2028999999999999,-0.316495,0.009477,-0.32597200000000004,21.2,2,0.3999999999999999
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,17,20,250,-1.168,0.3336,-1.5015999999999998,-0.316495,0.091024,-0.407519,18.4,-6,0.8
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,18,20,250,-1.168,-1.2042,0.03620000000000001,-0.316495,-0.325817,0.009321999999999997,21.2,-9,1.2
w/o Regime-in-Reward,42,2022,ZScore20,ZScore20,19,20,250,-1.168,0.0144,-1.1824,-0.316495,0.003943,-0.320438,22.0,-5,0.3999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,0,20,250,-1.168,-1.7103,0.5423,-0.316495,-0.465758,0.14926299999999998,36.8,-6,0.3999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,1,20,250,-1.168,-1.5591,0.3911,-0.316495,-0.416734,0.10023899999999997,33.2,2,0.8
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,2,20,250,-1.168,-1.7048,0.5368000000000002,-0.316495,-0.459848,0.14335299999999995,34.0,-14,0.8
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,3,20,250,-1.168,-2.5763,1.4082999999999999,-0.316495,-0.69593,0.379435,39.6,-8,0.3999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,4,20,250,-1.168,-0.7045,-0.4634999999999999,-0.316495,-0.191814,-0.12468100000000001,39.6,-15,0.3999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,5,20,250,-1.168,0.8081,-1.9761,-0.316495,0.216529,-0.533024,38.0,-15,0.0
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,6,20,250,-1.168,-2.2245,1.0565,-0.316495,-0.600373,0.283878,30.8,-11,0.3999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,7,20,250,-1.168,0.639,-1.807,-0.316495,0.17131,-0.48780500000000004,38.0,-11,1.2
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,8,20,250,-1.168,-1.5002,0.33220000000000005,-0.316495,-0.404656,0.08816099999999999,37.6,-1,2.0
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,9,20,250,-1.168,-1.1801,0.0121,-0.316495,-0.32135,0.004854999999999998,41.6,3,0.8
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,10,20,250,-1.168,-1.4871,0.31910000000000016,-0.316495,-0.402863,0.086368,42.0,-8,1.2
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,11,20,250,-1.168,-0.7017,-0.46629999999999994,-0.316495,-0.190332,-0.12616300000000003,41.6,-21,1.5999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,12,20,250,-1.168,-1.9212,0.7532000000000001,-0.316495,-0.517797,0.20130199999999993,36.8,-9,2.0
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,13,20,250,-1.168,-0.3301,-0.8378999999999999,-0.316495,-0.089628,-0.22686700000000004,35.6,-4,1.2
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,14,20,250,-1.168,-0.3538,-0.8141999999999999,-0.316495,-0.096041,-0.22045400000000004,38.800000000000004,-14,0.3999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,15,20,250,-1.168,-1.2552,0.08720000000000017,-0.316495,-0.342494,0.025998999999999994,33.6,-8,1.5999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,16,20,250,-1.168,-1.846,0.6780000000000002,-0.316495,-0.498388,0.18189299999999997,35.199999999999996,1,0.8
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,17,20,250,-1.168,-1.6253,0.45730000000000004,-0.316495,-0.443071,0.12657599999999997,39.2,-2,1.5999999999999999
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,18,20,250,-1.168,-0.8672,-0.30079999999999996,-0.316495,-0.232498,-0.08399700000000002,42.0,-2,1.2
w/o Regime-in-Reward,42,2022,SpreadReturn,SpreadReturn,19,20,250,-1.168,-2.4713,1.3033,-0.316495,-0.669052,0.35255699999999995,37.2,-10,0.0
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,0,20,250,-1.168,-1.4202,0.2522,-0.316495,-0.384958,0.068463,30.8,-15,2.0
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,1,20,250,-1.168,-1.1973,0.029300000000000104,-0.316495,-0.323404,0.0069089999999999985,13.600000000000001,-2,1.5999999999999999
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,2,20,250,-1.168,-1.8346,0.6666000000000001,-0.316495,-0.493382,0.17688699999999996,28.799999999999997,-8,1.2
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,3,20,250,-1.168,1.712,-2.88,-0.316495,0.458865,-0.77536,19.6,8,1.5999999999999999
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,4,20,250,-1.168,-2.0121,0.8441000000000003,-0.316495,-0.534187,0.21769199999999994,24.4,10,2.8
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,5,20,250,-1.168,-1.3061,0.1381000000000001,-0.316495,-0.351491,0.03499599999999997,30.0,15,4.0
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,6,20,250,-1.168,-2.5496,1.3816,-0.316495,-0.688926,0.372431,16.8,5,1.5999999999999999
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,7,20,250,-1.168,-0.627,-0.5409999999999999,-0.316495,-0.166489,-0.15000600000000003,23.200000000000003,9,2.4000000000000004
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,8,20,250,-1.168,-2.0529,0.8849000000000002,-0.316495,-0.550446,0.23395099999999996,25.6,13,4.800000000000001
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,9,20,250,-1.168,-0.0019,-1.1661,-0.316495,-0.000528,-0.31596700000000005,22.8,-7,0.3999999999999999
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,10,20,250,-1.168,-1.4262,0.2582,-0.316495,-0.385999,0.06950399999999995,22.8,-4,0.3999999999999999
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,11,20,250,-1.168,-2.0406,0.8726,-0.316495,-0.548626,0.23213099999999992,23.599999999999998,3,2.4000000000000004
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,12,20,250,-1.168,-0.6526,-0.5154,-0.316495,-0.17384,-0.14265500000000003,23.200000000000003,-9,1.5999999999999999
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,13,20,250,-1.168,-1.7871,0.6191,-0.316495,-0.480815,0.16431999999999997,18.4,8,2.0
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,14,20,250,-1.168,-1.2694,0.10140000000000016,-0.316495,-0.34517,0.02867499999999995,19.6,3,0.3999999999999999
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,15,20,250,-1.168,-0.7076,-0.4603999999999999,-0.316495,-0.192253,-0.12424200000000002,22.8,12,0.8
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,16,20,250,-1.168,-1.6269,0.4589000000000001,-0.316495,-0.439929,0.12343399999999999,20.4,-12,1.2
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,17,20,250,-1.168,-2.2158,1.0478000000000003,-0.316495,-0.593939,0.27744399999999997,22.400000000000002,8,3.2
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,18,20,250,-1.168,-1.5681,0.4001000000000001,-0.316495,-0.424476,0.107981,27.200000000000003,-14,0.8
w/o Regime-in-Reward,42,2022,RollStd20,RollStd20,19,20,250,-1.168,-0.7192,-0.4488,-0.316495,-0.195003,-0.12149200000000002,19.2,-5,0.3999999999999999
w/o Regime-in-Reward,42,2022,DeltaBeta5d,DeltaBeta5d,0,20,250,-1.168,0.6159,-1.7839,-0.316495,0.165362,-0.48185700000000004,26.0,9,3.5999999999999996
w/o Regime-in-Reward,42,2022,DeltaBeta5d,DeltaBeta5d,1,20,250,-1.168,-0.473,-0.695,-0.316495,-0.128957,-0.18753800000000004,25.6,-6,0.0
